Suburb,Address,Rooms,Type,Price,BuildingArea,YearBuilt
Richmond,24 The Crofts,2,h,1125000,74,1900
Richmond,5 Union St,3,h,1520000,100,1900
Bentleigh East,1 Melva St,4,h,1515000,200,1950
Bentleigh East,7 Celia St,3,h,986000,100,1950
Bentleigh East,1/65 Blamey St,3,h,830000,NA,2006
Bentleigh East,1/32 Elizabeth St,3,t,767000,NA,NA
Bentleigh East,39 Elizabeth St,4,h,1860000,NA,NA
Bentleigh East,122B Tambet St,3,t,1200000,NA,NA
Bentleigh East,29 Argyle St,3,h,1175000,NA,NA
Bentleigh East,28B Barrington St,3,t,1225000,180,2008
Bentleigh East,1/22 Brooks St,3,t,1055000,NA,2000
Bentleigh East,6 Elswill St,5,h,1351000,NA,NA
Bentleigh East,1 Heather St,2,h,1962000,NA,NA
Bentleigh East,1/62 Tudor St,3,h,810000,105,1950
Bentleigh East,2/575 Warrigal Rd,3,t,850000,NA,NA
Bentleigh East,2/16 Argyle St,2,u,535000,68.11,1970
Bentleigh East,4 Box Ct,3,h,1640000,NA,NA
Bentleigh East,2/10 Chester St,3,u,809000,NA,NA
Bentleigh East,13 Delma St,3,h,1510000,NA,NA
Bentleigh East,15 Lilac St,4,h,1292000,161,1950
Bentleigh East,68 Mawby Rd,3,h,1165000,158,NA
Bentleigh East,978 North Rd,3,h,959000,119,1960
Bentleigh East,68 Tambet St,3,h,1251000,NA,NA
Bentleigh East,76 Wingate St,3,h,1205000,NA,1960
Brunswick,129 Glenlyon Rd,3,h,1652000,196.8,1921
Brunswick,3/15 Mitchell St,2,u,735000,77,1970
Brunswick,217 Victoria St,3,h,1210000,112,1900
Brunswick,4/287 Albion St,1,h,412000,NA,NA
Brunswick,2/199 Barkly St,1,u,528000,58,2010
Brunswick,10 Bennie St,3,h,1115000,116,1925
Brunswick,373 Brunswick Rd,3,h,1300000,NA,NA
Brunswick,2/15 De Carle St,2,u,320000,48,1970
Brunswick,1 Denman St,4,h,1500000,NA,NA
Brunswick,38 Edward St,3,h,1260000,120,1910
Brunswick,1/19 Manallack St,4,h,1210000,200,2009
Brunswick,10 Staley St,3,h,1200000,NA,1927
Brunswick,8/93 Tinning St,1,u,315000,NA,NA
Brunswick,17 Ballarat St,2,h,830000,NA,NA
Brunswick,94 Davies St,4,h,1385000,173.45,1950
Brunswick,25/5 Evans St,3,t,981000,140,2012
Brunswick,7/675 Park St,1,u,418000,51,1970
Brunswick,7/200 Albion St,2,u,585000,258,2006
Brunswick,6/1 Heller St,4,h,1900000,212,2012
Brunswick,41 Mountfield St,3,h,1450000,NA,NA
Brunswick,286 Barkly St,1,h,1200000,NA,NA
Brunswick,1/135 Brunswick Rd,2,t,6e+05,NA,2011
Brunswick,68 Gold St,3,h,1075000,NA,NA
Brunswick,13 Goodman St,2,h,884000,75,1890
Brunswick,64 Tinning St,3,h,957000,NA,NA
Brunswick,2/139 Union St,2,u,480000,57,1960
Brunswick,251 Albion St,4,h,1650000,NA,NA
Brunswick,11 Garnet St,3,h,1440000,NA,NA
Brunswick,9 Goodman St,2,h,955000,NA,1880
Preston,502/49 Plenty Rd,2,u,413000,NA,2009
Preston,14 West St,3,h,1190000,118,1935
Preston,2 Bruce St,2,h,2e+06,NA,NA
Preston,4 Devon St,3,h,1045000,NA,NA
Preston,7 Leicester St,3,h,1121000,123,1925
Preston,2/15 Percival St,3,u,715000,NA,1996
Preston,263 Tyler St,4,h,1200000,NA,NA
Preston,53 William St,3,h,917500,123,1965
Preston,125 Albert St,4,h,770000,NA,NA
Preston,31 Benambra St,3,h,8e+05,124,1940
Preston,3 Carthew Gr,4,h,1075000,146,1935
Preston,3 Evelyn St,3,h,1015000,NA,NA
Preston,110 Raglan St,3,t,880000,103.6,NA
Preston,118 Wood St,3,h,1020000,140,NA
Preston,33 Grandview Rd,3,h,1e+06,145,1950
Preston,86 Malpas St,3,h,1010000,NA,NA
Preston,21 Robeson St,4,h,1110000,NA,1935
Preston,47 Youngman St,2,h,8e+05,NA,NA
Preston,20 Ambon St,3,h,910000,90,1955
Preston,12 Belgrove St,3,h,1215000,NA,NA
Preston,2 Bruce St,2,h,2300000,NA,NA
Preston,60 Carlisle St,2,h,1108000,NA,1940
Preston,11 Murphy St,3,h,801000,NA,NA
Preston,227 Wood St,3,h,1010000,NA,NA
Preston,6 Adams St,3,h,690000,90,1960
Preston,460 Bell St,2,h,630000,NA,1955
Preston,39 Malpas St,3,h,1100000,124,1950
Preston,72 McNamara St,3,h,1055000,NA,NA
Preston,1/584 Murray Rd,2,u,560000,NA,NA
Preston,3/152 Tyler St,1,u,385000,65,2011
Reservoir,2 Fordham Rd,4,h,741000,NA,NA
Reservoir,6 Greenock St,3,h,725000,NA,NA
Reservoir,2/144 Hickford St,3,u,615000,NA,NA
Reservoir,3/963 High St,2,u,406000,NA,NA
Reservoir,29 Southernhay St,3,h,1010000,NA,NA
Reservoir,83 Whitelaw St,2,h,852000,NA,NA
Reservoir,18 Zinnia St,3,h,595000,116,1970
Reservoir,5 Carson St,3,h,665000,NA,NA
Reservoir,1/4 Kenilworth St,3,u,631000,NA,NA
Reservoir,11 Mais St,4,h,905000,142,1965
Reservoir,33 McMahon Rd,5,h,845000,100,1960
Reservoir,19 Tovey St,4,h,770000,213,1970
Reservoir,37 Vale St,2,h,935000,NA,NA
Reservoir,22 Wilson Bvd,3,h,610000,102,1960
Reservoir,96b Cheddar Rd,4,h,678500,NA,NA
Reservoir,1 Delaware St,2,h,861500,100,1940
Reservoir,21 Henty St,3,h,801000,115,1950
Reservoir,72 Henty St,4,h,1150000,NA,NA
Reservoir,3 Horton St,3,h,760000,NA,NA
Reservoir,2/6 Merrilands Rd,2,u,490000,85,2009
Reservoir,1/74 Miranda Rd,3,h,605000,112,1950
Reservoir,1/209 Purinuan Rd,2,t,652000,93,2007
Reservoir,1/80 Delaware St,2,t,615000,NA,NA
Reservoir,3/80 Delaware St,1,u,407000,NA,NA
Reservoir,44 Mendip Rd,4,h,930000,NA,NA
Reservoir,1/28 North Rd,3,t,741000,120,NA
Reservoir,2/87 Purinuan Rd,2,h,375000,67,1980
Reservoir,6 Sedge Ct,4,h,1005000,NA,NA
Reservoir,32 Ayr St,4,h,8e+05,NA,NA
Reservoir,42 Elinda Pl,2,u,395000,NA,1990
Reservoir,6 Joffre St,2,h,1025000,NA,NA
Richmond,7 Berry St,2,h,950000,NA,NA
Richmond,60 Gardner St,2,h,1110000,NA,NA
Richmond,49 Garfield St,2,t,950000,118,2012
Richmond,4/39 Hunter St,2,u,1226000,99,1996
Richmond,516/2 McGoun St,1,u,5e+05,NA,NA
Richmond,118 Somerset St,3,h,1214000,106,1900
Richmond,213/253 Bridge Rd,1,u,370000,NA,2011
Richmond,308/633 Church St,3,u,790000,90,1999
Richmond,29 Gipps St,3,h,1400000,NA,NA
Richmond,307/18 Hull St,2,u,5e+05,NA,2012
Richmond,1/2 Little Kent St,2,t,1090000,137,2002
Richmond,113A Richmond Tce,3,h,1785000,115,1958
Richmond,106/59 Stawell St,2,u,560000,65,2008
Richmond,101/27 Dickmann St,2,u,690000,NA,2010
Richmond,43 Gardner St,2,h,1050000,63.7,1900
Richmond,293 Highett St,3,h,2060000,NA,NA
Richmond,62 Butler St,2,h,860000,NA,NA
Richmond,6/323 Church St,3,t,1052000,100,2010
Richmond,2 Portland St,3,h,3e+06,204,2011
Richmond,3 Kimber St,3,h,1330000,95,1900
Richmond,304/253 Bridge Rd,2,u,630000,NA,2011
Richmond,30 Corsair St,2,h,1210000,NA,NA
Richmond,2 Moore St,1,h,911000,77,1900
Richmond,57 Type St,3,h,1590000,NA,NA
Bentleigh East,1 Gladesville Dr,5,h,1220000,188,1950
Brunswick,11/757 Park St,2,u,692000,NA,NA
Reservoir,111 Boldrewood Pde,3,h,840000,120,1960
Reservoir,57 Crevelli St,2,h,560000,NA,NA
Reservoir,7 Inverness St,4,h,9e+05,NA,NA
Reservoir,78 McMahon Rd,4,h,902000,NA,NA
Reservoir,16 Muriel Ct,3,h,825000,NA,NA
Reservoir,3/76 Southernhay St,2,t,668500,104.63,2014
Richmond,13 Francis St,2,h,1165000,NA,NA
Richmond,7/129 Hoddle St,2,u,890500,123,1940
Richmond,2 Sutton Gr,2,h,1442000,NA,NA
Bentleigh East,872 Centre Rd,3,h,1185000,145,NA
Bentleigh East,7 Curtin St,4,h,1460000,NA,1955
Bentleigh East,60A Kennedy St,3,t,935000,NA,2000
Bentleigh East,38 Malane St,4,h,1620000,255,2014
Bentleigh East,23 Manuka St,4,h,1580000,175,1950
Bentleigh East,20 Northam Rd,3,h,1315000,353,NA
Brunswick,15 Ashmore St,3,h,1590000,NA,NA
Brunswick,326 Barkly St,3,h,1435000,108,1890
Brunswick,369 Barkly St,2,h,1315000,106,1910
Brunswick,7/37 Blyth St,2,h,730000,NA,1970
Brunswick,18 Boase St,2,h,7e+05,112,2007
Brunswick,15 Cooraminta St,3,h,1900000,NA,NA
Brunswick,34A Downs St,2,h,920000,109,1995
Brunswick,8 Jones St,2,t,765000,88,2007
Brunswick,102 Mitchell St,4,h,1400000,177,1900
Brunswick,24 Rosser St,2,h,740000,NA,NA
Preston,129 Albert St,3,h,850000,NA,NA
Preston,1 Bellarine St,5,h,1400000,217,1925
Preston,34 Grange St,3,h,930000,NA,NA
Preston,121 Murray Rd,4,h,830000,540,1965
Preston,145 Murray Rd,3,h,881000,115,1930
Preston,2/7 Oak St,3,u,660000,NA,1995
Preston,202 Raglan St,3,h,945000,120,1940
Preston,8 Scotia St,3,h,1210000,126,1920
Preston,34 Showers St,3,h,970000,NA,1950
Preston,3/26 Tyler St,2,u,465000,169,NA
Preston,42 Tyler St,3,h,725000,94,1950
Preston,49 Wallace St,3,h,990000,NA,NA
Preston,39 William St,3,h,972500,103,1930
Preston,26A Young St,3,h,955000,123,2000
Reservoir,13 Crispe St,4,h,1100000,NA,NA
Reservoir,5 Edgar St,5,h,1266000,NA,1990
Reservoir,9 Frankston St,3,h,1040000,NA,NA
Reservoir,81 McMahon Rd,2,h,888000,NA,NA
Reservoir,2/33 Oconnor St,2,t,521000,94,2009
Reservoir,76 Powell St,3,h,857700,116,1930
Reservoir,2/4 Pratt St,3,t,642500,140,2010
Richmond,7 Benson St,3,h,1676000,NA,NA
Richmond,27 Charlotte St,4,h,1400000,NA,NA
Richmond,22 Glass St,3,h,1301000,NA,1990
Richmond,5/202 Lennox St,2,u,575000,66,1960
Bentleigh East,24 Hill St,3,h,1316000,NA,1958
Bentleigh East,14 John St,3,h,1617000,NA,NA
Bentleigh East,5D MacKie Rd,3,t,950000,NA,NA
Bentleigh East,26 May St,3,h,1525000,128,1940
Bentleigh East,52 Paloma St,4,h,1330000,191,1950
Bentleigh East,2/71 Tudor St,3,t,850000,NA,NA
Bentleigh East,14 York St,3,h,1228000,NA,NA
Brunswick,6/116 Albert St,2,u,510000,64,2009
Brunswick,176 Barkly St,3,h,1925000,182,1925
Brunswick,73 Mitchell St,2,h,890000,78,1910
Brunswick,135 Victoria St,4,h,1500000,100,1908
Brunswick,31 Wilkinson St,3,h,950000,NA,NA
Preston,35 Leicester St,3,h,1017500,NA,NA
Preston,50 Newcastle St,2,h,1050000,NA,NA
Preston,196 Raglan St,4,h,840000,113,1950
Reservoir,3/36 Crookston Rd,3,u,510000,100,2009
Reservoir,20 McMahon Rd,4,h,930000,NA,NA
Reservoir,2/65 Purinuan Rd,3,h,635000,NA,NA
Reservoir,149 Spring St,2,h,850000,NA,NA
Reservoir,36 Sturdee St,3,h,780000,103,1940
Richmond,4 Bell St,2,h,1172000,NA,NA
Richmond,182 Buckingham St,3,t,1255000,123,2008
Richmond,10 Campbell St,2,h,1275000,72,1890
Richmond,51 Garfield St,3,h,1120000,149,2007
Richmond,17/47 Mary St,3,h,1190000,110,1997
Richmond,2/50 Palmer St,1,u,534000,NA,2003
Richmond,7 Wiltshire St,3,h,1425000,81,2000
Richmond,312/45 York St,2,u,650000,NA,2011
Bentleigh East,125 Bignell Rd,3,h,1410000,736,NA
Bentleigh East,1/16 Brady Rd,3,t,817000,NA,NA
Bentleigh East,12 Kennedy St,4,h,1815000,107,1960
Bentleigh East,10 Majdal St,3,h,1225000,129,1950
Brunswick,240 Barkly St,3,h,1275000,156,1900
Brunswick,40 Blair St,2,h,9e+05,NA,NA
Brunswick,1/15 Cassels Rd,2,u,520000,NA,NA
Brunswick,25 Ford St,3,h,1204000,101,1890
Brunswick,14 Peveril St,2,h,730000,NA,NA
Preston,21 Edwin St,3,h,1242000,135.5,1940
Preston,186 Gilbert Rd,2,h,1365000,NA,NA
Preston,1/40 Grandview Rd,3,u,691000,NA,NA
Preston,10 Ivy St,2,t,660000,NA,1940
Preston,72d Oakover Rd,3,t,875000,NA,NA
Preston,173 Raglan St,5,h,1350000,266.76,2014
Preston,6 The Mews,3,h,1020000,159,2008
Reservoir,1 Balfour St,3,h,630000,NA,NA
Reservoir,29 Byfield St,3,h,877500,NA,NA
Reservoir,69 Chauvel St,5,h,912000,203,1960
Reservoir,9 Kelverne St,3,h,685000,102,1960
Reservoir,1/31 Kenilworth St,1,u,270000,60,1980
Reservoir,13 McColl St,3,h,911000,NA,1950
Reservoir,4/43 St Vigeons Rd,1,u,365000,NA,NA
Reservoir,1/65 Thackeray Rd,2,u,470000,NA,NA
Richmond,7/129 Hoddle St,2,u,890500,123,1940
Richmond,15/104 Rowena Pde,1,u,355000,NA,1970
Richmond,15 The Crofts,3,h,1300000,NA,NA
Richmond,4/12 Woodlawn St,2,u,717000,NA,NA
Richmond,18 Yorkshire St,3,h,1530000,NA,1900
Bentleigh East,31 Bristol St,3,h,890000,NA,NA
Bentleigh East,52 Deakin St,4,h,1655000,363,2003
Bentleigh East,81 Marlborough St,3,h,1430000,197,1950
Bentleigh East,2/10 Thana St,3,t,955000,NA,NA
Brunswick,13 Blair St,2,h,860000,106,1890
Brunswick,141 Edward St,3,h,1505000,NA,NA
Brunswick,142 Edward St,3,h,1700000,NA,NA
Brunswick,106 Evans St,3,h,1280000,NA,NA
Brunswick,404/9 Florence St,2,u,755000,NA,NA
Brunswick,11 Heller St,5,h,2545000,320,1995
Brunswick,32 Holloway Rd,3,h,1405000,167,1920
Brunswick,2/90 Tinning St,2,u,460000,52,1970
Preston,19 Cynga St,3,h,920000,93,1950
Preston,105 Gower St,3,h,1115000,129,1960
Preston,40/122 High St,3,u,550000,NA,2012
Preston,52 May St,3,h,1171000,186,1930
Preston,477 Murray Rd,5,h,1060000,192,1940
Preston,428 Plenty Rd,3,h,996000,NA,NA
Preston,3/5 Sussex St,2,h,617500,81,1985
Reservoir,5 Boldrewood Pde,3,h,817000,NA,NA
Reservoir,25 Fyfe St,2,t,575000,102,2015
Reservoir,104 Purinuan Rd,3,h,635000,147,2009
Reservoir,3/80 Rathcown Rd,2,u,470000,NA,2007
Reservoir,2/116 Spring St,3,h,7e+05,NA,NA
Reservoir,4 Wattle Gr,3,h,860000,136,1950
Richmond,25 Canterbury St,2,h,1e+06,NA,NA
Richmond,74 Hunter St,3,h,1250000,NA,NA
Richmond,28 Newry St,3,h,1280000,NA,NA
Richmond,52/73 River St,2,u,615000,86,2005
Richmond,7/4 Smith St,1,u,314000,37,1970
Richmond,9 Wall St,2,h,1341000,87,1890
Brunswick,9 Blyth St,4,h,1515000,194,1890
Brunswick,37 Fourth Av,3,h,1037000,101,1996
Brunswick,6 Gregory St,3,h,1100000,NA,NA
Preston,11 Milton Cr,2,h,820000,NA,NA
Preston,24 Mitchell St,3,h,1150000,NA,NA
Reservoir,23 Acheron Av,3,h,925000,NA,1940
Reservoir,48 Crevelli St,3,h,526250,NA,NA
Reservoir,24 Daleglen St,1,h,351000,63,1950
Reservoir,2 Kerang Av,3,h,760000,NA,NA
Reservoir,82 Radford Rd,3,h,690000,NA,1960
Richmond,9/343 Church St,2,u,715000,NA,NA
Richmond,5/33 Goodwood St,2,u,630000,NA,1970
Richmond,334 Highett St,2,h,1200000,NA,NA
Bentleigh East,4 Carmel Ct,3,h,1175000,NA,NA
Bentleigh East,9 Edith Ct,3,h,1290000,NA,NA
Brunswick,26 MacFarland St,3,h,1310000,91,1910
Preston,19 Bruce St,3,h,1270000,NA,NA
Preston,210 Gower St,3,h,980000,NA,NA
Preston,66 McNamara St,4,h,1148000,140,1940
Reservoir,32A Broadhurst Av,4,h,1210000,NA,NA
Reservoir,13 Clinnick St,3,h,935000,99,1960
Reservoir,22 Dyson St,3,h,510000,119,1950
Reservoir,39 Gertz Av,5,h,861000,NA,NA
Reservoir,1053 High St,3,h,732000,NA,NA
Reservoir,13 Nutwood St,4,h,755000,157,1995
Reservoir,1/72 Pine St,1,u,325000,NA,1970
Reservoir,52 Powell St,4,h,1200000,260,1940
Bentleigh East,1 Pell St,4,h,1384000,NA,NA
Brunswick,15 Hall St,4,h,1350000,184,1920
Brunswick,44 Mitchell St,5,h,1300000,NA,NA
Brunswick,23/1 Pottery Ct,1,u,315000,NA,NA
Preston,7 Kenneth St,4,h,1060500,130,NA
Preston,21 Wurruk Av,4,h,990000,NA,NA
Reservoir,4/23 Compton St,2,u,652000,NA,1970
Reservoir,66 Crookston Rd,3,h,953000,115,1970
Reservoir,6/767 High St,2,u,468000,81,2012
Reservoir,2/27 Horton St,2,t,710000,138,2013
Reservoir,11B Mahoneys Rd,3,h,550000,NA,NA
Reservoir,107 McFadzean Av,3,h,725000,NA,NA
Reservoir,106 Miranda Rd,3,h,880000,NA,NA
Reservoir,1/118 Rathcown Rd,2,u,502000,69,2015
Reservoir,57 Southernhay St,3,h,1175000,NA,NA
Richmond,107/61 Stawell St,1,u,432000,NA,NA
Richmond,201/65 Stawell St,2,u,8e+05,89,2008
Bentleigh East,1a Benina St,2,u,860000,NA,1990
Brunswick,148 Donald St,3,h,1120000,107,1920
Brunswick,54 Dunstan Av,2,h,1110000,101,1922
Brunswick,9 First Av,3,h,1260000,NA,NA
Brunswick,24 Mitchell St,4,h,1790000,238,1950
Preston,5/49 Austral Av,1,u,250000,34,1965
Preston,1/70 Bruce St,1,u,392000,41,1965
Preston,24 Dermot St,1,u,505000,43,2000
Preston,27 Pender St,3,h,980000,107,1925
Reservoir,4/26 Acheron Av,2,u,495000,NA,2013
Reservoir,9/23 Ashley St,2,h,320000,65,1965
Reservoir,1/3 Drysdale St,2,t,617500,114,2010
Reservoir,11 Knox St,5,h,1282500,251,2015
Reservoir,20 Massey Av,4,h,760500,NA,NA
Richmond,221/253 Bridge Rd,2,u,419000,51,2011
Richmond,17 Dickmann St,3,h,1590000,NA,NA
Richmond,607/2 McGoun St,2,u,592000,NA,NA
Richmond,401/28 Tanner St,2,u,1667500,141,1940
Richmond,306/45 York St,2,u,685000,77,2011
Bentleigh East,2/9 Argyle St,2,u,592000,NA,NA
Bentleigh East,2A Goodrich St,3,h,9e+05,NA,NA
Bentleigh East,10 Juliana St,4,h,1780000,NA,NA
Bentleigh East,16 Waratah St,3,t,1260000,138,1960
Brunswick,1/46 Davies St,2,h,650000,70,1970
Brunswick,11 Marks St,4,h,1080000,NA,NA
Preston,20 Austral Av,4,h,1485000,202,1920
Preston,47 Cooper St,7,h,1350000,NA,NA
Preston,483 Gilbert Rd,3,h,905000,NA,NA
Preston,5 Toolangi Gr,3,h,1045000,NA,NA
Reservoir,9 Darebin Bvd,4,h,905000,NA,NA
Reservoir,14 Kinkora Rd,2,h,875000,NA,NA
Reservoir,40 Lockton Av,3,h,670000,NA,1970
Reservoir,2 Moira Av,3,h,605000,NA,NA
Reservoir,1/33 Oconnor St,2,t,672000,120,2012
Richmond,1/77 Abinger St,2,u,660000,NA,NA
Richmond,61 Baker St,3,h,1310000,NA,1920
Richmond,16/297 Church St,2,u,666000,60,NA
Richmond,5/33 Davison St,1,u,330000,43.7,1970
Richmond,712/8 Howard St,2,u,927000,NA,2000
Richmond,3/30 Tanner St,2,u,575500,NA,NA
Bentleigh East,16 Clifton St,4,h,1216000,NA,NA
Bentleigh East,15 Huntingdon Rd,2,h,1575000,NA,NA
Bentleigh East,45 Tambet St,3,h,1470000,154,1960
Brunswick,57 Edward St,3,h,1200000,NA,NA
Brunswick,39 Wilkinson St,2,h,8e+05,90,1890
Reservoir,11 Asquith St,4,h,750000,NA,NA
Reservoir,1 Cameron St,3,h,861000,135,1950
Reservoir,39 Crevelli St,3,h,612500,128,1950
Reservoir,98 Crookston Rd,3,h,906000,NA,NA
Reservoir,21 Hughes Pde,3,h,758000,NA,NA
Reservoir,79 North Rd,4,h,9e+05,119,1950
Reservoir,165 Spring St,2,h,762000,NA,NA
Richmond,168 Mary St,4,h,2368000,NA,NA
Preston,69 Jensen Rd,3,h,1072500,NA,NA
Preston,24 Regent St,3,h,920000,NA,1930
Reservoir,34 Elsey Rd,3,h,750000,NA,NA
Reservoir,753 Gilbert Rd,3,h,755000,109,1965
Reservoir,55 Keon Pde,2,h,680000,NA,NA
Reservoir,27 Ramleh Rd,3,h,870000,NA,NA
Richmond,69 Buckingham St,3,h,1525000,122,1890
Richmond,50 Farmer St,3,h,1200000,NA,NA
Richmond,36/73 River St,2,u,592000,77,2006
Bentleigh East,794 North Rd,4,h,1520000,NA,NA
Bentleigh East,21 Yaralla Rd,3,h,1070000,105,1960
Brunswick,176 Albert St,2,h,911000,77,1905
Brunswick,4/135 Brunswick Rd,2,t,640000,2,NA
Brunswick,5 McPherson St,4,h,1820000,288,2017
Brunswick,4/831 Park St,1,u,170000,NA,NA
Preston,23 Lyonsville Av,3,h,1035000,NA,NA
Preston,106 Malpas St,3,h,880000,NA,NA
Reservoir,119 Boldrewood Pde,3,h,930000,NA,NA
Reservoir,75 Botha Av,4,h,912000,NA,NA
Reservoir,9 Delaware St,3,h,9e+05,NA,NA
Reservoir,7 Loddon Av,3,h,935000,NA,NA
Reservoir,4/27 McMahon Rd,2,u,465000,61,2012
Reservoir,76 North Rd,2,h,920000,100,1955
Richmond,37 Spencer Pl,3,t,1500000,145,2011
Richmond,29 Type St,2,h,1200000,86,1890
Bentleigh East,17 Gowrie St,4,h,1115000,NA,NA
Bentleigh East,77A Orange St,3,t,1280000,239,2013
Bentleigh East,1/87 Orange St,2,u,690000,NA,2008
Bentleigh East,41 Shrewsbury St,4,h,1595000,167,1960
Brunswick,37 Dunstan Ave,3,h,905000,NA,NA
Preston,15 Albert St,3,h,961000,144,1970
Preston,11 Jackman St,3,h,1001000,NA,NA
Reservoir,20 Barton St,3,h,876000,120,1950
Reservoir,49 Liston Av,4,h,866000,150,1940
Reservoir,19 Lucille Av,3,h,775500,120,1960
Reservoir,25 Ramleh Rd,4,h,920000,NA,NA
Bentleigh East,316 Chesterville Rd,2,h,1020000,115,1959
Bentleigh East,9 Vine Ct,4,h,1675000,294,NA
Brunswick,281 Albion St,3,h,1150000,NA,1900
Brunswick,232 Brunswick Rd,3,h,1280000,NA,NA
Brunswick,146 Donald St,3,h,1325000,120,1920
Brunswick,15 Eveline St,4,h,1630000,174,1880
Brunswick,43 Mitchell St,4,h,1275000,NA,NA
Brunswick,22 Stanley St,4,h,1770000,187,1930
Preston,97 Albert St,3,h,1150000,NA,NA
Preston,21 Emerald St,3,h,820000,NA,NA
Preston,340 Plenty Rd,4,h,950000,NA,NA
Reservoir,93 Arundel Av,3,h,901000,NA,NA
Reservoir,11 Duffy St,3,h,680000,NA,NA
Reservoir,42 Gisborne Cr,3,h,890000,NA,NA
Reservoir,9 Marchant Av,4,h,1190000,NA,NA
Reservoir,5 Mendip Rd,3,h,855000,NA,NA
Reservoir,32 Moira Av,4,h,785000,NA,NA
Reservoir,19 Smith St,5,h,1e+06,361,2004
Reservoir,57 Yarra Av,3,h,8e+05,NA,NA
Reservoir,20 York St,3,h,1400000,115,1920
Richmond,201/77 Abinger St,1,u,4e+05,51,2012
Richmond,8 Hunter St,3,h,1900000,NA,NA
Bentleigh East,16 Bevis St,5,h,1800000,243,1960
Bentleigh East,28 Melva St,4,t,1130000,183,2012
Bentleigh East,47 Parkmore Rd,4,h,1370000,186,1930
Bentleigh East,1 Sassella St,3,h,1311000,194,1950
Brunswick,1/208 Albion St,1,u,424000,80,2009
Preston,61 Dundas St,3,h,910000,96,1965
Reservoir,1E Black St,3,t,640000,128,2008
Reservoir,1 Don St,4,h,1112000,170,1985
Reservoir,28 Manoel Av,4,h,852000,240,1980
Reservoir,4 Newton St,3,h,8e+05,90,1960
Reservoir,92 Pine St,2,u,625500,111,1960
Richmond,170 Coppin St,4,h,1800000,NA,NA
